,PC1,PC2,PC3,vaccine,words,tsne1,tsne2,tsne3,cluster,aa
402,-0.161672415,0.120284334,0.515661436,No,37,18.878963,-10.906421,4.7749395,2,2
7330,-0.16161697,-0.447596099,0.100782169,No,masksoff,-14.161695,-23.44924,1.4151055,4,2
5746,-0.161603366,0.083859198,-0.051651292,No,hotels,-5.5797567,0.9063805,-17.333187,0,2
9320,-0.161482667,-0.119120361,-0.158631249,No,profiting,-16.749971,-2.6278794,-4.835869,0,2
313,-0.161478187,-0.228855479,0.284449892,No,2023,3.0562072,-12.679427,4.549502,2,2
2894,-0.161462362,0.317920336,-0.172512596,No,consultants,3.0079722,10.031963,-20.014069,3,2
931,-0.161426511,-0.269674334,-0.110187252,No,albomp,-19.160385,-12.575469,-0.9463878,4,2
10037,-0.161424068,-0.23486409,-0.072300369,No,revealing,-5.8588376,-10.927855,2.0931845,4,2
762,-0.161344277,0.367025572,0.190401184,No,admi,16.334959,-9.026051,-5.638546,2,2
11707,-0.161289684,-0.396667848,0.021441022,No,thegreatreset,-13.346616,-17.619843,-0.36121893,4,2
11971,-0.161210326,-0.197485315,-0.157555071,No,trans,-14.280954,1.8950478,-6.195921,0,2
10077,-0.161120323,0.131178413,-0.146993134,No,rightly,-3.3347921,6.6261477,-16.274054,0,2
9640,-0.161069673,-0.145195179,-0.077476469,No,rationale,-14.46889,-5.9846554,-4.9179907,0,2
2996,-0.161064278,-0.087271674,-0.005056871,No,correlates,-3.5017974,-18.151794,11.091116,0,2
6418,-0.160968789,0.007259978,-0.152988026,No,jaikanta22,-3.3773158,2.4500644,-4.4170885,0,2
4538,-0.160950765,0.245386224,-0.163677227,No,farmer,7.860641,7.3862524,-14.374362,0,2
3894,-0.160925203,-0.17622141,-0.156520369,No,drwoodcockfda,-17.07899,2.3860133,0.45748043,0,2
11833,-0.160914026,-0.047839527,-0.014795342,No,timeline,-9.539583,-24.101435,-4.273717,0,2
7949,-0.160893244,0.225368365,-0.477497321,No,nbcolympics,-7.07693,29.161596,-10.999847,0,2
423,-0.160862078,0.151125536,0.218630363,No,43,14.5645,-13.129226,3.5800574,2,2
11740,-0.160791472,-0.23832989,-0.07003028,No,thetimes,-8.969044,-10.950482,-4.2526536,4,2
1514,-0.160783032,-0.021879262,-0.32650889,No,balance,-4.332604,13.423261,-16.559174,0,2
11269,-0.160768701,0.034227157,-0.133300889,No,strongly,0.24816525,10.245346,-9.7329,0,2
7478,-0.160744933,0.080377387,-0.133740185,No,mens,1.7482784,2.7147775,-5.3460784,0,2
2062,-0.160665191,-0.182085524,-0.091537138,No,buhari,-22.570744,2.5037894,-2.613044,0,2
1388,-0.160625365,-0.282508439,-0.103892143,No,attempt,-20.353384,-6.516314,0.9037876,4,2
10347,-0.160588076,-0.231324905,-0.244724447,No,scaring,-19.17774,7.232786,-7.150057,4,2
3388,-0.160454927,0.115998259,0.004305924,No,deliberately,3.4441347,17.675297,-8.3577,0,2
5387,-0.160399421,-0.108416639,-0.047429578,No,hai,-4.117766,-7.4026117,-5.4582267,0,2
9099,-0.160365225,-0.220732059,-0.146056385,No,ppe,-19.08831,-9.557317,-11.582221,4,2
1266,-0.160311454,-0.038923614,-0.072860942,No,armenian,-5.793854,-6.16824,-5.294543,0,2
10632,-0.160284063,0.007516164,0.023093147,No,ship,1.7753828,-2.2050068,-8.716478,0,2
12207,-0.160247136,-0.142412038,-0.060143743,No,unanswered,-18.649673,14.288766,-11.353646,0,2
8992,-0.160231147,-0.44516883,-0.117377666,No,poison,-16.945923,-12.707183,9.371161,4,2
480,-0.160180131,0.282972397,0.094692065,No,630,24.208727,3.383829,-12.946098,0,2
6302,-0.160078824,0.115495041,-0.226926541,No,inv,0.52647823,20.12579,-7.624817,0,2
1491,-0.160026538,-0.05760066,0.176421353,No,baaghitv,4.34059,-6.0454783,-12.8733425,2,2
6736,-0.160009351,0.028281258,-0.199801798,No,l_stone,-6.519686,8.554682,-14.588373,0,2
781,-0.159983799,0.00116104,0.329020658,No,admissions,9.742335,-17.040264,5.9699845,2,2
1204,-0.159812481,-0.030476901,-0.157028714,No,applying,-0.5435623,2.2180912,-10.8921385,0,2
8018,-0.159810258,0.652294406,-0.169423249,No,network,16.18519,21.809809,-7.6208396,3,2
3821,-0.159778822,-0.02976322,-0.010799115,No,dramatic,2.1557388,-6.768872,-3.016469,0,2
4735,-0.159760483,0.131374204,-0.148785384,No,flexibility,-5.3240833,1.9653345,-15.043436,0,2
1126,-0.159739016,0.041979818,-0.111163814,No,anthony,10.983004,7.5646067,-25.09577,0,2
4220,-0.159700639,-0.025925947,0.158531098,No,equates,15.2104,-12.39973,-0.4249345,2,2
10798,-0.159695145,0.223815056,0.351012217,No,slated,13.9799185,-11.029511,-7.803253,2,2
7941,-0.159652809,-0.017745571,-0.061169773,No,nazi,-4.2793818,-1.5645145,-4.9275966,0,2
3967,-0.15964553,0.069755151,-0.055065366,No,echo,0.64668715,-0.18042447,-4.861275,0,2
2677,-0.159638278,0.119419519,-0.018521515,No,collected,-2.4835815,0.8226144,-23.067305,0,2
10795,-0.159583725,-0.2769331,-0.048844845,No,slammed,-21.042994,-12.223537,-3.2150285,4,2
8398,-0.159533059,0.540083654,0.014821404,No,operations,16.039635,5.023969,-18.498915,3,2
2549,-0.159527337,0.080246277,0.021455062,No,cleared,7.4551296,-17.14658,-9.048186,0,2
4852,-0.159454799,-0.032792285,-0.190389239,No,foster,2.1790586,12.838142,-10.029946,0,2
11087,-0.159378777,-0.026958516,-0.045542264,No,stakes,-6.192877,-0.9459129,-13.518573,0,2
3753,-0.159349335,-0.252386821,-0.147094514,No,donaldtrump,-28.823597,-0.6188275,1.6327882,4,2
3232,-0.159324494,-0.071978389,-0.155940282,No,dailymirror,-13.327698,3.7678137,-7.2829523,0,2
7501,-0.159264527,-0.503219034,0.360867417,No,mers,-3.6107125,-14.60483,15.186723,4,2
3245,-0.159233126,-0.398641482,-0.136847667,No,danger,-17.267605,-22.334345,4.8774996,4,2
2364,-0.159227282,0.211604373,0.221147213,No,chandigarh,10.126561,-11.088315,-8.064213,2,2
6248,-0.159190367,0.114040047,-0.156796026,No,insurance,-3.2205725,13.360645,-22.635393,0,2
5644,-0.159181126,-0.273725199,0.007850829,No,hitler,-18.61208,-9.041992,-5.7936215,4,2
10692,-0.159165757,-0.045233988,-0.032763937,No,shud,-8.269431,-6.675436,-7.383685,0,2
2686,-0.159155254,0.171101814,-0.253779192,No,collins,9.735834,7.2490497,-22.533836,0,2
5458,-0.159050702,-0.154593299,-0.177573914,No,harness,-22.59276,7.1643147,11.440219,0,2
4279,-0.15892685,-0.071578124,0.005407506,No,euro,-14.656824,-8.87499,-3.6522171,0,2
3678,-0.158843991,0.160014167,-0.130932285,No,distrib,0.78669536,9.189165,-5.993941,0,2
780,-0.158800321,-0.163492902,0.007439336,No,admission,-4.953276,-18.010904,4.4719706,0,2
167,-0.15857568,-0.236410873,0.270006484,No,2014,5.139975,-13.221613,1.435631,2,2
7426,-0.15854094,0.354470892,-0.361537468,No,medica,9.076132,15.686796,-20.092506,3,2
8963,-0.158527752,0.021966362,-0.119403162,No,plug,-3.1386814,1.4620014,-4.5653405,0,2
8399,-0.158425164,-0.243761513,-0.131731805,No,operationwarpspeed,-30.173578,-0.7207527,1.9131612,4,2
3896,-0.158373887,0.454546668,0.305362752,No,dryrun,21.228664,-5.575227,-8.415076,2,2
94,-0.158366672,0.152820401,0.253354793,No,14th,19.735926,-4.3238606,0.01898071,2,2
908,-0.158326587,0.1631789,-0.100692729,No,airports,-5.560619,0.45974183,-17.89463,0,2
10265,-0.158283613,0.286991443,-0.053816749,No,salute,7.8078613,-5.3686666,-26.695425,3,2
1255,-0.158268439,-0.363742004,-0.018042537,No,argue,-10.789441,-19.254614,12.528759,4,2
4850,-0.158214256,0.139454658,0.057922234,No,forumhsph,4.5039635,-4.9768577,-5.6066246,0,2
197,-0.158098461,-0.236737277,0.519103634,Yes,11/19/2020,1.8830376,-31.147818,-8.514011,2,2
8368,-0.158091019,-0.442469531,0.144617617,No,onpoli,-27.347084,-12.369019,-3.5452373,4,2
12599,-0.158072019,0.057351232,0.024635803,No,vowed,-14.561521,-9.668195,-7.147579,0,2
12922,-0.15802232,0.138217302,-0.124500807,No,wordmandc,3.2248523,4.4006753,-8.637515,0,2
1260,-0.15800188,-0.181736889,-0.207738661,No,arise,-17.701424,6.9684196,-6.677583,0,2
10559,-0.157970991,0.162723253,0.297128962,No,sets,18.545422,-5.9236317,-0.6347773,2,2
11909,-0.157950388,-0.192942711,-0.189558317,No,torontostar,-19.517332,-5.5721526,-3.7521174,0,2
2273,-0.157932383,-0.063570817,0.344508438,No,cbc,12.524818,-7.7399335,-3.0594137,2,2
10172,-0.157846717,0.031683193,0.134722588,No,routes,2.432419,-8.135015,-5.009025,0,2
11532,-0.157749038,0.308562919,0.530149787,No,tambo,17.859968,-10.827725,-10.564415,2,2
2399,-0.157611714,-0.361244818,-0.059052421,No,cheap,-15.485778,-15.796037,6.1947503,4,2
12610,-0.15758361,0.096284857,-0.309200367,No,vulnerability,-4.110904,13.910868,-17.690268,0,2
1397,-0.15752969,-0.194761433,-0.158622338,No,attitude,-19.747046,1.986394,-5.470791,0,2
8543,-0.157442574,0.245533062,0.079720148,No,pacific,12.303974,0.03054089,-1.5422692,0,2
2517,-0.157421794,-0.615047027,0.100826949,No,claim,-14.500148,-13.13701,17.024849,4,2
3466,-0.157412407,-0.131542666,-0.094650528,No,describing,-5.097703,-10.602705,1.9708254,0,2
12831,-0.157384327,-0.280808566,0.081949688,No,whyaretheydoingthis,-14.412761,-23.236916,0.91319484,4,2
855,-0.157233005,0.203345434,-0.070932974,No,agarwal,11.275478,6.5862494,-16.620066,0,2
2609,-0.15722297,-0.039633646,0.32134268,No,clues,11.120226,-23.855944,-9.1941395,2,2
12664,-0.157178649,-0.116950623,-0.178420805,No,warp,-33.739372,-1.2181697,-5.5713606,0,2
3776,-0.157159733,0.092461188,0.368549076,No,dosages,14.875874,-9.311262,-11.191465,2,2
6166,-0.157102172,0.260679308,0.090348104,No,initiate,8.515539,-3.0408685,-1.9855312,0,2
9959,-0.157020739,0.111493575,0.300322657,No,reserved,15.410319,-12.445546,-2.1884444,2,2
4485,-0.156961286,0.159135584,-0.295620123,No,factual,-10.598647,21.55639,-9.013598,0,2
8003,-0.156955166,0.230759937,-0.047134994,No,neighbours,11.32407,-5.4391313,-15.085209,0,2
11330,-0.156941192,-0.333089841,0.044369071,No,suggested,-16.22867,-15.096532,11.140651,4,2
11904,-0.156932902,-0.091195795,0.258872576,No,tops,3.9957378,-15.745473,2.4299622,2,2
8035,-0.156899253,-0.162226759,-0.048515506,No,newnormal,-10.983598,-6.197304,2.006128,0,2
748,-0.15681906,-0.087418926,-0.025056712,No,ade,-1.3255837,-20.332756,8.134664,0,2
6470,-0.156808751,0.022849352,-0.052788673,No,jennerinstitute,-5.25677,24.207008,9.294822,0,2
8767,-0.15675958,-0.241625894,-0.099697544,No,permanent,-9.115496,-17.597376,10.37261,4,2
4353,-0.156757312,0.179582467,-0.131038377,No,exe,3.1991336,19.927717,-7.482027,0,2
5937,-0.156694525,-0.194788022,0.048191213,No,imgrund,-6.034734,-11.067351,-0.62699395,0,2
9912,-0.156667026,-0.031158938,-0.23492954,No,reporter,-17.34739,12.046305,-0.5402355,0,2
8907,-0.156618441,-0.221596248,-0.122080438,No,pity,-20.04935,-5.9394627,-0.004478184,4,2
1975,-0.156601827,-0.550470293,0.206810372,No,brexit,-10.034908,-19.264505,-17.825993,4,2
8622,-0.156447339,-0.310255732,0.091630797,No,parody,-12.612565,-19.372252,-5.4481177,4,2
3413,-0.156403279,0.105813087,-0.057985604,No,demographic,-5.599199,0.5034556,-13.808406,0,2
11449,-0.156403039,-0.255803293,-0.054063665,No,suspicious,-9.463577,-17.255152,9.959488,4,2
9059,-0.156261447,-0.072685877,-0.036309629,No,position,-13.874266,-9.708312,-5.7193847,0,2
1344,-0.156178103,0.375690387,-0.137672394,No,associate,13.2902,6.893755,-20.640608,3,2
9016,-0.156156407,-0.249911052,-0.239223206,No,politicsforali,-22.866331,-5.173725,10.313021,4,2
1144,-0.156152351,-0.303291566,-0.211989346,No,antimaskers,-17.679134,-20.567486,0.6864484,4,2
1864,-0.156127908,0.017785741,-0.046304971,No,bomb,2.9022744,2.0112152,-9.00153,0,2
4104,-0.156107755,-0.015483679,-0.097915674,No,emphasis,-6.4502983,-0.837117,-5.9277954,0,2
12601,-0.155906476,0.059619974,-0.122047288,No,voxdotcom,-0.809314,1.8195,-5.0094686,0,2
6505,-0.155877703,-0.019029683,-0.221009696,No,jobs,-10.875485,-7.128706,-26.24389,0,2
11258,-0.155783988,0.207693996,-0.135013608,No,strictly,3.2047198,19.234562,-7.821623,0,2
4797,-0.155707989,-0.174687794,0.036897841,No,foodworldorder,-6.4608617,-17.87492,3.2530131,0,2
10974,-0.155684373,0.277351444,-0.259096529,No,speakers,10.760977,12.394172,-18.251394,3,2
13074,-0.155599681,-0.054488794,-0.231096091,No,zillow,-17.403059,4.1155176,-18.272003,0,2
8436,-0.155575137,0.271627896,-0.264244085,No,organisations,-1.0687298,11.073137,-19.064585,3,2
6338,-0.155429265,0.308349449,-0.186489672,No,ipaworldorg,9.141428,3.20947,-19.8608,3,2
12095,-0.155401707,-0.294334505,-0.172677688,No,tuckercarlson,-27.143768,-3.21038,5.5967913,4,2
12779,-0.15526618,-0.0548166,-0.080824058,No,westrich,-28.243223,4.6889267,-16.34381,0,2
9450,-0.155189304,0.263365321,-0.164114911,No,publicprivate,1.8317741,3.9062786,-17.448929,3,2
10398,-0.15516264,-0.038463184,-0.108993059,No,scores,-15.080705,7.0605254,-12.2339525,0,2
3619,-0.155105333,0.088844632,0.005606991,No,discount,7.148496,-8.629001,-13.333691,0,2
10653,-0.154924416,-0.068223312,0.039617751,No,shoots,5.3705215,-5.551992,1.403786,0,2
1891,-0.154880328,-0.43415115,0.035046295,No,borders,-17.898813,-12.415508,21.802183,4,2
2862,-0.154858836,0.010291715,-0.260587997,No,cons,-13.110175,13.357459,-9.253571,0,2
7765,-0.154841219,-0.326903833,0.212133326,No,mortality,7.154245,-20.109735,8.352809,4,2
4957,-0.15482052,-0.032331504,-0.052291892,No,function,-3.1922908,-23.87146,12.024342,0,2
8370,-0.154749534,0.070929851,0.352301979,No,ons,13.878721,-15.50512,5.7575674,2,2
10461,-0.154629065,0.54238397,0.090114558,No,secretary,17.809229,0.07747519,-25.143217,3,2
8790,-0.154428798,0.089238529,-0.221071498,No,perus,-3.5894575,-2.262707,-20.061674,0,2
3571,-0.154404475,0.034207445,-0.075464396,No,digitalhealth,-6.3246794,-3.0177882,-7.025803,0,2
9229,-0.154369213,0.16308247,0.192785437,No,primarily,16.59174,-9.9033575,-4.6322927,2,2
9397,-0.154338154,-0.051762255,-0.121166026,No,prov,-12.514996,1.7892597,-3.1693926,0,2
6663,-0.15433372,-0.013923009,0.073827545,No,kicks,4.167503,-6.6760707,-12.668631,0,2
9046,-0.154319152,-0.321385843,-0.215336092,No,pork,-16.871717,-12.728664,8.988122,4,2
3486,-0.154308734,-0.001649848,0.537397557,No,despite,14.115866,-20.541243,8.474893,2,2
12727,-0.154304334,0.014927453,-0.01603843,No,webster,6.4054217,-4.3264756,1.0736623,0,2
714,-0.154293664,0.133284398,0.42032927,No,active,16.334457,-16.55532,6.5480886,2,2
7254,-0.154257679,-0.388602602,0.012520471,No,mandatory,-19.759197,-7.1989317,23.057787,4,2
7434,-0.15416974,0.220098591,-0.216217359,No,medicine,14.500035,8.261089,-24.361027,0,2
12785,-0.154107515,-0.226331967,-0.093676433,No,wfh,-18.34313,-5.77012,-2.135104,4,2
670,-0.154009437,0.407974977,0.269486894,No,accordingly,20.239323,-4.089838,-7.544083,2,2
1037,-0.153964293,-0.032522025,-0.180562323,No,amnesty,-4.1387105,4.765416,-8.668819,0,2
4640,-0.153838737,-0.093806914,-0.019605253,No,fightback,-3.1177714,-4.210526,-6.4625087,0,2
5743,-0.153772173,0.310946832,-0.154219234,No,hosts,20.885988,6.5354066,-15.118509,3,2
6936,-0.153770014,-0.144731318,-0.103837306,No,liberal_party,-22.184519,-10.744652,-1.6977931,0,2
8859,-0.153706046,0.030530672,0.258267342,No,phony,9.2357435,8.674921,-29.991198,2,2
6345,-0.153540467,-0.220371218,0.284636179,No,iran208700,7.691512,-17.142311,12.437455,2,2
7493,-0.153522356,-0.061756079,-0.026003434,No,mere,-16.734156,-0.86920947,-0.42980492,0,2
2392,-0.153504843,-0.389089396,-0.065711051,No,chasing,-14.025531,-18.258753,5.058693,4,2
5918,-0.15348696,0.04226129,0.484467804,No,iii,6.282602,-24.212248,-6.1301723,2,2
9858,-0.153450255,-0.09762345,-0.160333458,No,religion,-16.822649,-2.6613204,-5.2135706,0,2
12257,-0.153350613,-0.170114451,0.034619495,No,unhealthy,-9.421343,-17.315983,8.729936,0,2
8090,-0.153327421,0.246174351,0.082604508,No,niagara,-20.260303,9.081996,-19.34377,0,2
10094,-0.153286822,-0.201539614,0.415369279,No,rising,13.032883,-18.255447,6.7176943,2,2
4835,-0.153274932,0.447330653,-0.084592389,No,former,15.460129,5.5219193,-23.589235,3,2
7639,-0.15319553,-0.417320105,-0.000370858,No,mistake,-15.501453,-16.208107,5.864567,4,2
2279,-0.153186833,-0.175059587,-0.253408777,No,cbsnews,-25.949844,-0.10949997,0.13732679,0,2
2064,-0.153181088,-0.06751089,-0.27497159,No,buildbackbetter,-18.617928,8.004147,0.7985335,0,2
11934,-0.15317361,-0.315184423,0.109960683,No,touting,-8.80017,-13.410896,7.409953,4,2
10270,-0.153134692,0.105707476,0.195454578,No,sampp,5.4530888,-12.742301,-3.5664954,2,2
76,-0.153026635,0.259068846,-0.085240268,No,12pm,-10.597247,5.2222104,-14.566226,0,2
2720,-0.152974584,0.067414716,-0.144474087,No,commentary,-9.846232,11.434234,-12.460631,0,2
8701,-0.152970141,0.086207656,0.113590137,No,pbs,3.7786136,-6.104723,-5.53042,0,2
1533,-0.152965496,0.008031565,-0.189385832,No,banks,-0.90738124,13.621469,-5.211618,0,2
171,-0.15295084,-0.185179271,0.153381356,No,2018,8.121948,-9.56741,-1.9682572,0,2
1044,-0.152869388,0.023540093,-0.092844459,No,ampblaming,-13.507888,-7.1828203,-17.553022,0,2
2997,-0.152844609,-0.191294075,0.095264997,No,correlation,-5.911556,-16.381111,3.508785,0,2
3530,-0.152817766,0.193324427,0.166013799,No,dhec,24.953802,0.7768668,-4.344925,2,2
3447,-0.152784303,-0.181329671,-0.176358375,No,depopulation,-18.474865,-2.4051945,-1.4585048,0,2
7015,-0.152721704,0.087470249,-0.14336568,No,listing,-7.9585943,4.255664,-8.86005,0,2
7259,-0.152708108,0.50718034,0.273932867,No,manipur,19.411913,-4.1183023,-13.082192,2,2
10216,-0.152703482,0.02862892,-0.216208751,No,rwalensky,-9.776952,10.170958,-9.744282,0,2
10209,-0.152684457,-0.278763505,-0.165136001,No,rushing,-20.945223,-7.485706,3.9814641,4,2
9237,-0.152647707,-0.058248758,-0.002361108,No,primer,-16.60827,13.789428,-3.775297,0,2
1118,-0.15257069,-0.07334788,-0.157840069,No,ans,-13.876105,8.123295,-5.7387033,0,2
12392,-0.152536567,0.071261425,0.627352832,No,v,5.5616426,-27.953724,-13.405335,2,2
5932,-0.152498899,-0.106262781,-0.205504843,No,images,-19.87347,10.001801,-15.758055,0,2
3246,-0.152498531,-0.685561503,-0.084646669,No,dangerous,-12.6738825,-25.962336,6.764035,4,2
5312,-0.152498332,-0.177259828,0.568858598,No,grim,13.381365,-19.514847,1.5998129,2,2
3099,-0.152444089,0.182584621,-0.155300683,No,creativity,2.1424863,6.034257,-11.129398,0,2
8255,-0.152340692,-0.049449689,-0.206574855,No,nytopinion,-10.254203,10.101377,-9.606403,0,2
9867,-0.152283148,-0.252400675,-0.208327248,No,remainers,-16.551245,-12.347741,-0.06263119,4,2
3684,-0.152283054,0.264068092,-0.046753674,No,distributing,-1.5060321,-10.565536,-25.429586,0,2
3655,-0.152142671,0.330418108,0.269446008,No,dispatched,15.906304,-6.076517,-11.185453,2,2
3575,-0.152064823,0.188388677,-0.052789281,No,diligence,7.7522697,5.877907,-14.090355,0,2
1485,-0.152014678,-0.223105635,0.122196301,No,azoxford,-0.80117846,-18.574963,1.127339,4,2
12579,-0.151967542,0.041528819,0.236140814,No,volume,-3.1744788,-23.432833,12.598346,2,2
10312,-0.151942126,0.009050338,-0.034790369,No,saturdayvibes,4.735178,-4.2664933,-9.066654,0,2
7598,-0.151841372,-0.094493972,-0.337810113,No,minimise,-13.203415,25.499397,-7.7966065,0,2
8490,-0.1517037,0.351237933,-0.304487571,No,outreach,-0.7155455,15.382716,-16.256142,3,2
12150,-0.151680515,-0.185061107,-0.019579991,No,types,-4.9358945,-22.389599,11.370954,0,2
10677,-0.151622859,-0.40732006,0.158545873,No,shouldve,-6.7161446,-15.547814,10.2803,4,2
1025,-0.151481241,-0.368222464,0.050508128,No,america,-30.562325,-3.9534678,-1.3124208,4,2
12474,-0.151410493,0.117315533,-0.194396654,No,verified,-2.0578961,9.80642,-10.417741,0,2
2292,-0.151364196,-0.220629838,-0.21152845,No,cdnmedia,-20.529482,-12.022511,0.100820996,4,2
1656,-0.151302756,0.245316401,-0.056578169,No,belfast,7.3894076,1.5062051,-8.318515,0,2
12995,-0.151299444,0.113969126,-0.18770766,No,wustlmed,-11.239595,15.559228,-8.897029,0,2
7813,-0.151207179,-0.545086748,-0.053069254,No,msm,-13.084209,-12.660083,12.912944,4,2
8101,-0.151177871,0.046335121,0.009408221,No,nifty,3.88998,-3.3578925,-8.362552,0,2
5023,-0.151146036,0.198254093,-0.100380331,No,gbv,8.215961,6.6126924,-13.662745,0,2
2554,-0.151108466,-0.217380543,0.013280849,No,cleric,-9.662839,-17.53557,8.64342,4,2
4843,-0.151057666,0.094155839,-0.031052246,No,forthcoming,-9.004787,7.4069633,-14.309641,0,2
1730,-0.151044433,-0.072282833,-0.02782009,No,bidentakeaction,-29.563932,2.2099218,2.0655296,0,2
7921,-0.15104267,-0.206946155,-0.128336959,No,nationallockdown,-15.809338,-19.780582,0.3180813,4,2
8770,-0.151037401,-0.190258557,-0.1484612,No,permanently,-18.769205,-2.056982,-0.9874747,0,2
9681,-0.151033571,-0.275751771,-0.1501996,No,realistic,-28.25779,-1.7966346,6.318725,4,2
9764,-0.150935456,-0.375686496,-0.029471752,No,reduce,-11.168795,-26.655577,7.612552,4,2
5282,-0.150912776,0.052301736,-0.285351024,No,graphics,-13.96842,13.920146,-8.969272,0,2
757,-0.150846279,-0.320729624,-0.121235349,No,adjust,-19.364841,-16.873585,-3.164465,4,2
9094,-0.150839773,-0.176303612,-0.423957331,No,powerful,-17.069387,17.970686,-4.081066,0,2
4718,-0.15078588,0.122829717,-0.355950015,No,fiverr,-13.363003,20.723623,-4.495794,0,2
